ID|GTIN|Identifier_exists|Title|Availability|availability_date|"Brand name"|Link|"Image URL"|"Item subtitle"|Description|product_type|Condition|Price|"Sale Price"|"Contextual keywords"|Google_product_category|size|shipping
50376||false|"Cheshire 2 Drawer Tv Stand - Tacho Oak/white Gloss"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/gbzla001-cheshire-tv-stand-tacho-oak-white-gloss|https://murphyfurniture.ie/155313-large_default/gbzla001-cheshire-tv-stand-tacho-oak-white-gloss.jpg|"Cheshire 2 Drawer TV Stand - Tacho Oak/White Gloss"|"The Cheshire collection is designed for those who appreciate modern style paired with the natural beauty of oak furniture. Featuring a tacho oak body combined with sleek white gloss fronts, this range effortlessly blends simplicity with elegance. Modern touches such as integrated handles along the upper edge, a smooth push-to-open mechanism, and tempered glass windows elevate the design. With a variety of modular shapes, the Cheshire collection offers versatile solutions for arranging bedrooms, living rooms, and youth spaces.
Key Features

Tacho oak body with white gloss fronts: A modern combination of natural wood tones and sleek finishes
Integrated handles and push-to-open mechanism: Clean, handle-free look with easy functionality
Tempered glass windows: Adds a refined touch to display sections
Versatile modular design: Suitable for bedrooms, living rooms, and youth rooms
Elegant and functional: Perfect balance of style and practicality

Dimensions W x D x H: 135 x 41 x 45 cm
This collection is on display in our 5 shops.
Flat packed, assembly will be required."|"Living Room Furniture"|new|"139 EUR"||Cheshire;2;Drawer;TV;Stand;-;Tacho;Oak/White;Gloss|0||"IE:::0 EUR"
50708||false|"Devon 2 Door 4 Drawer Chest - Sonoma Oak/white"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/gbnepsn007-devon-2-door-4-drawer-sideboard-sonoma-oak-white|https://murphyfurniture.ie/95938-large_default/gbnepsn007-devon-2-door-4-drawer-sideboard-sonoma-oak-white.jpg|"Devon 2 Door 4 Drawer Chest - Sonoma Oak/White"|"The Devon range is a modern collection which is stylish and affordable. The sideboard is the perfect organiser for everything. Keeping order is facilitated by 2 side cabinets and 4 drawers. It also has a wide surface top to display all your cherished photographs or silverware. The laminate surfaces is resistant to scratches, temperature changes and is easy to clean. Horizontal handles will allow access to the contents of the furniture.
Dimensions W x D x H: 118.5 x 33.5 x 83.5 cm
This collection is on display in our 5 shops. Click here to view.
Please measure before ordering.
Flat packed, assembly will be required."|Furniture|new|"179 EUR"||Devon;2;Door;4;Drawer;Chest;-;Sonoma;Oak/White|436||"IE:::0 EUR"
50726||false|"Devon 4 Drawer Chest - Sonoma Oak/white"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/gbnepsn006-devon-4-drawer-chest-sonoma-oak-white|https://murphyfurniture.ie/92162-large_default/gbnepsn006-devon-4-drawer-chest-sonoma-oak-white.jpg|"Devon 4 Drawer Chest - Sonoma Oak/White"|"The modern Devon collection combines quality, functionality and aesthetics. It has 4 spacious drawers, in which you can hide board games and art supplies, will be perfect for organising the space. The laminate finish is resistant to scratching and temperature changes. Smooth fronts and easy grip handles that makes it easy to access the contents of the furniture.
Dimensions W x D x H: 80 x 33.5 x 83.5 cm
This collection is on display in our 5 shops. Click here to view.
Please measure before ordering.
Flat packed, assembly will be required."|Furniture|new|"149 EUR"||Devon;4;Drawer;Chest;-;Sonoma;Oak/White|436||"IE:::0 EUR"
50798||false|"Hampshire 1 Door 1 Drawer Desk - Larico Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/gbpor006-hampshire-desk-light-sibu-larch-larico-pine|https://murphyfurniture.ie/158466-large_default/gbpor006-hampshire-desk-light-sibu-larch-larico-pine.jpg|"Hampshire 1 Door 1 Drawer Desk - Larico Pine"|"The Hampshire Desk in Light Sibu Larch and Larico Pine offers a practical and stylish workspace designed for efficiency and comfort. Its spacious and stable desktop provides ample room for a lamp, accessories, and organizers, ensuring a well-structured and productive environment. This desk features a lockable drawer with two compartments, allowing you to securely store books, important documents, and essentials within easy reach. The scratch and mechanical-resistant surface ensures long-lasting durability, while the pointed silver handles add a sleek and modern touch to the design.
Key Features:


Spacious Work Surface – Provides ample space for a comfortable and organized workspace.


Lockable Drawer with Two Compartments – Securely store important documents, books, and accessories.


Scratch &amp; Mechanical Resistant Finish – Ensures durability and long-lasting use.


Sleek Silver Handles – Stylish and functional for easy access.


Versatile Design – Suitable for home offices, study areas, or professional workspaces.


Dimensions: W x L x H: 56.5 x 120 x 74.5 cm
Flat packed, assembly will be required."|Furniture|new|"149 EUR"||Hampshire;1;Door;1;Drawer;Desk;-;Larico;Pine|436||"IE:::0 EUR"
50950||false|"Hampshire 2 Drawer Tv Stand - Larico Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/gbpor001-hampshire-2-drawer-tv-unit-light-sibu-larch-larico-pine|https://murphyfurniture.ie/155303-large_default/gbpor001-hampshire-2-drawer-tv-unit-light-sibu-larch-larico-pine.jpg|"Hampshire 2 Drawer TV Stand - Larico Pine"|"A functional living room needs a reliable and stylish TV cabinet, and this piece delivers both. Its simple construction is topped with a spacious surface, perfect for housing all your electronic equipment. Thoughtfully designed with a pre-cut cable duct at the back, it allows you to neatly guide and conceal cables for a clean and organized look. The cabinet features two practical drawers and open compartments for additional storage. Smooth opening drawers are fitted with blocking mechanisms to prevent overextension, ensuring ease of use and durability. Pointed silver handles add a modern touch while offering a comfortable grip, enhancing both functionality and style.
Key Features

Spacious surface top: Ideal for TVs and electronic devices
Pre-cut cable duct: Keeps cables neat and out of sight
Two practical drawers and open compartments: Provides ample storage for accessories and media
Smooth opening drawers with blocking mechanisms: Prevents overextension for added durability
Stylish pointed silver handles: Offers comfortable grip and modern design detail
Simple, functional design: Perfect for contemporary living spaces

Dimensions W x D x H: 128.5 x 44.5 x 44 cm
Flat packed, assembly will be required."|"Living Room Furniture"|new|"139 EUR"||Hampshire;2;Drawer;TV;Stand;-;Larico;Pine|0||"IE:::0 EUR"
51128||false|"Hampshire 3 Door 3 Drawer Wide Chest - Larico Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/gbpor008-hampshire-3-door-3-drawer-sideboard-light-sibu-larch-larico-pine|https://murphyfurniture.ie/157628-large_default/gbpor008-hampshire-3-door-3-drawer-sideboard-light-sibu-larch-larico-pine.jpg|"Hampshire 3 Door 3 Drawer Wide Chest - Larico Pine"|"The Hampshire 3-Door 3-Drawer Sideboard in Light Sibu Larch and Larico Pine offers both style and practicality. With spacious drawers and compartments, this versatile piece provides ample storage for a variety of items. Its simple design makes it a perfect fit for living rooms, dining rooms, or even a child’s room. The large surface top is ideal for displaying decorations, photo frames, or personal items. Inside, the sideboard is well-organized with three drawers and six compartments, all featuring pointed silver handles for ease of use and subtle decoration.
Key Features:


Spacious design with three drawers and six compartments


Simple yet elegant design fits in various rooms


Large surface top perfect for decorative displays


Subtle pointed silver handles for easy drawer opening


Practical interior division for organized storage


Dimensions W x D x H: 128.5 x 40 x 94 cm
Flat packed, assembly will be required"|Furniture|new|"189 EUR"||Hampshire;3;Door;3;Drawer;Wide;Chest;-;Larico;Pine|436||"IE:::0 EUR"
51460||false|"Lincoln 4 Door Storage Locker - Sonoma Oak"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/gbkas011-lincoln-4-door-storage-unit-sonoma-oak|https://murphyfurniture.ie/150334-large_default/gbkas011-lincoln-4-door-storage-unit-sonoma-oak.jpg|"Lincoln 4 Door Storage Locker - Sonoma Oak"|"The Lincoln collection is characterised by a simple structure of solids and thickened sides of the body. This storage unit consists of 4 storage cupboards, perfect to for storing a multitude of household items. The top is a great spot to place family pictures, a lamp or perhaps, if one is creative, a wine storage unit? The unique look of this unit is created by the veneer, which perfectly reflects the nature of the grain and the pattern of natural wood. The slightly thickened sides of the cabinet strengthen its structure and emphasize the shape of the furniture. Handle-free fronts ensure comfortable use. It comes in a sonoma oak finish.  Dimensions W x D x H: 105 x 40.5 x 112.5 cm
This collection is on display in our 5 shops. Click here to view.
Please measure before ordering.
Flat packed, assembly will be required."|Furniture|new|"179 EUR"||Lincoln;4;Door;Storage;Locker;-;Sonoma;Oak|436||"IE:::0 EUR"
58457||false|"Natural Sleep 3ft Comfort Hibernate Mattress In Combo"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/nsm012-natural-sleep-comfort-hibernate-mattress-3ft|https://murphyfurniture.ie/156338-large_default/nsm012-natural-sleep-comfort-hibernate-mattress-3ft.jpg|"Murphy Furniture"|"Features &amp; Benefits: Read more here
The Comfort Hibernate mattress is designed to bring you restful nights and joyful mornings. Featuring a pocket sprung core for enhanced lumbar support and even weight distribution, this mattress ensures long-lasting comfort. A generous layer of high-quality memory foam helps alleviate pressure points, offering an exceptional and affordable memory foam experience. Built for durability, the Comfort Hibernate mattress upholds the high standards expected from a Natural Sleep product.
Key Features

1,000 spring count for targeted support
Pocket sprung core for even weight distribution
Topped with 25mm visco memory foam for pressure relief
Luxurious layers of high-quality fillings
Premium Belgian knitted fabric layer for a soft-touch finish
Single-sided mattress for easy maintenance
Provides pressure point relief for better sleep comfort
Improved lumbar support for spinal alignment
2-year warranty

Feel: Soft to Medium
Rolled mattress."|Furniture|new|"309 EUR"||Natural;Sleep;3ft;Comfort;Hibernate;Mattress;IN;COMBO|436||"IE:::0 EUR"
58464||false|"Natural Sleep 3ft Platinum Latex Mattress In Combo"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/nsm036-natural-sleep-platinum-latex-mattress-3ft|https://murphyfurniture.ie/156237-large_default/nsm036-natural-sleep-platinum-latex-mattress-3ft.jpg|"Murphy Furniture"|"Features &amp; Benefits: Read more here
The Natural Sleep Platinum Latex mattress offers the ultimate sleep experience, combining natural latex with advanced support features. Latex provides exceptional breathability, preventing allergies and dust mites while helping regulate body temperature for a cooler, more restful sleep. Designed for optimal spinal support, this mattress molds to your body's curves, relieving pressure points and ensuring proper alignment. With a luxurious pillow top and high-quality materials, it delivers both comfort and durability for a truly rejuvenating night's sleep.
Key Features

1,200 spring count for targeted support
Pillow top, pocket sprung mattress
50mm of natural latex for breathability and comfort
Knitted two-way stretch fabric for a soft, adaptive feel
One-sided mattress for easy maintenance
Natural hemp for added durability
Reduced motion disturbance for undisturbed sleep
Spinal zone system for improved posture support
Side edge support for enhanced durability
5-year warranty

Dimensions W x L: 90 x 190 cm
Feel: Soft to Medium
Rolled mattress."|Furniture|new|"569 EUR"||Natural;Sleep;3ft;Platinum;Latex;Mattress;IN;COMBO|436||"IE:::0 EUR"
58465||false|"Natural Sleep 3ft Ultimate Flotation Mattress In Combo"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/nsm031-natural-sleep-ultimate-flotation-mattress-3ft|https://murphyfurniture.ie/156161-large_default/nsm031-natural-sleep-ultimate-flotation-mattress-3ft.jpg|"Murphy Furniture"|"Features &amp; Benefits: Read more here
The Ultimate Flotation mattress offers unparalleled comfort with a sumptuous layer of memory foam. Designed to provide exceptional support for all body types, its thick layers conform to your shape, relieving pressure on key pain points. This makes it an excellent choice for those on bed rest or side sleepers looking to reduce snoring. With its luxurious pillow top and high-quality construction, the Ultimate Flotation mattress delivers a superior sleep experience.
Key Features

1,200 spring count
Pillow top, pocket sprung mattress
50mm visco memory foam for contouring comfort
Knitted two-way stretch fabric for a soft, breathable feel
One-sided mattress for easy maintenance
Contouring yet supportive comfort
Side edge support for enhanced durability
5-year warranty

Dimensions W x L: 90 x 190 cm
Feel: Soft to Medium


Rolled mattress."|Furniture|new|"569 EUR"||Natural;Sleep;3ft;Ultimate;Flotation;Mattress;IN;COMBO|436||"IE:::0 EUR"
58466||false|"Natural Sleep 3ft Comfort Spinal Support Mattress In Combo"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/nsm021-natural-sleep-comfort-spinal-support-mattress-3ft|https://murphyfurniture.ie/156121-large_default/nsm021-natural-sleep-comfort-spinal-support-mattress-3ft.jpg|"Murphy Furniture"|"Features &amp; Benefits: Read more here
The Spinal Support mattress is the firmest in our range, designed specifically for those seeking superior orthopaedic care. This 10” deep mattress provides exceptional back support while maintaining a layer of soft-touch fabric for added comfort. With extra quilting and luxurious foam fillings, it delivers the perfect combination of firmness and relaxation, ensuring a restful night's sleep.
Key Features

1,000 spring count
Pocket sprung for targeted support
Two-sided mattress for extended durability
Side edge supports for a better feel all around
Luxurious layers of foam fillings
Extra layers of quilting and soft-touch fabric
Locally woven fabric
Enhanced lumbar support
2-year warranty

Dimensions W x L: 90 x 190 cm
Feel: Firm
Rolled mattress."|Furniture|new|"369 EUR"||Natural;Sleep;3ft;Comfort;Spinal;Support;Mattress;IN;COMBO|436||"IE:::0 EUR"
58467||false|"Natural Sleep 3ft Comfort Backcare Mattress In Combo"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/nsm016-natural-sleep-comfort-backcare-mattress-3ft|https://murphyfurniture.ie/156080-large_default/nsm016-natural-sleep-comfort-backcare-mattress-3ft.jpg|"Murphy Furniture"|"Features &amp; Benefits: Read more here
The Comfort Backcare mattress is a 10” deep quilted design, offering the perfect balance of support and affordability. Ideal for use on your own frame or bedstead, it provides a slightly softer feel than the Spinal Support while maintaining excellent comfort and durability. With its high-quality pocket sprung system and luxurious foam fillings, this mattress ensures a restful and supportive sleep experience without exceeding your budget.
Key Features

1,000 spring count
Pocket sprung for enhanced support
Luxurious layers of foam fillings
Two-sided mattress for extended durability
Extra layers of quilting and soft-knit fabric
Side edge supports for a better feel
Firmer feel for comfort and support
Handcrafted with the finest upholstery materials
Minimized partner disturbance
2-year warranty

Dimensions W x L: 90 x 190 cm
Feel: Medium

Rolled mattress."|Furniture|new|"329 EUR"||Natural;Sleep;3ft;Comfort;Backcare;Mattress;IN;COMBO|436||"IE:::0 EUR"
58468||false|"Natural Sleep 3ft Comfort Sleep Rest 800 Mattress In Combo"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/nsm008-natural-sleep-comfort-sleep-rest-800-mattress-3ft|https://murphyfurniture.ie/156075-large_default/nsm008-natural-sleep-comfort-sleep-rest-800-mattress-3ft.jpg|"Murphy Furniture"|"Features &amp; Benefits: Read more here
The Sleep Rest 800 mattress is designed to deliver exceptional comfort and support. Featuring an 800-pocket spring system and luxurious foam fillings, it offers the perfect balance of resilience and cushioned comfort. The mattress adapts to your body’s contours, promoting a restful night’s sleep while ensuring lasting durability.
Key Features

800 pocket spring count
Luxurious layers of foam fillings for cushioned comfort and support
Additional layers of quilting and soft-knit fabric
Single-sided mattress
Locally woven fabric
2-year warranty

Dimensions W x L: 90 x 190 cm
Feel: Firm
Rolled mattress."|Furniture|new|"299 EUR"||Natural;Sleep;3ft;Comfort;Sleep;Rest;800;Mattress;IN;COMBO|436||"IE:::0 EUR"
58610||false|"Amber 4ft6 Bedframe - White"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/200-203-002-amber-4ft6-bedframe-white|https://murphyfurniture.ie/44960-large_default/200-203-002-amber-4ft6-bedframe-white.jpg|"Amber 4FT6 Bedframe - White"|"A modest and minimal wooden bedframe, the Amber 4’6 bedframe has a clean, crisp white finish. It provides a simple design alongside premium comfort and support. Its solid wood framing and robust structure ensures durability, whilst the headboard allows you to rest in your bed when not sleeping. 
Dimensions W x D x H:

Bedframe: 1420 x 1980 x 740 mm 
Height Below Siderail 250mm
Height Of Bed Base 295mm
Height Below Bed Base 285mm
Footboard Height 460mm
Headboard Height 740mm
Slat Quantity x 12
Slat Size 70mm x 12mm

Flat packed, assembly will be required."|Furniture|new|"159 EUR"||Amber;4FT6;Bedframe;-;White|436||"IE:::0 EUR"
58612||false|"Amelia 4ft6 Bed - Dark Grey Fabric"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/200-203-077-amelia-4ft6-bedframe-dark-grey-fabric|https://murphyfurniture.ie/44974-large_default/200-203-077-amelia-4ft6-bedframe-dark-grey-fabric.jpg|"Amelia 4FT6 Bed - Dark Grey Fabric"|"The Amelia 4ft6 fabric bedframe is upholstered in a dark grey high quality fabric material. A vertical stitch lined headboard and regal, winged sculpted edges add extra special touches of style and class. While a sprung slatted base offers a comfortable sleeping support. 
Dimensions W x D x H:

Bed: 1605 x 2110 x 1150 mm
Height Below Siderail 130
Height Of Bed Base 285
Height Below Bed Base 235
Footboard Height 330
Headboard Height 1150
Slat Quantity x 26
Slat Size 55 x 8

Flat packed, assembly will be required."|Furniture|new|"309 EUR"||Amelia;4FT6;Bed;-;Dark;Grey;Fabric|436||"IE:::0 EUR"
